Sr No,Image File,Caption,source_dataset
32919,img2/insta32919,Quality makes the difference! #dn,instagram_data2
32920,img2/insta32920,Friday night getting a lil fuzzy,instagram_data2
32921,img2/insta32921,My #clique,instagram_data2
32922,img2/insta32922,#throwbackthursday #babyRIH,instagram_data2
32923,img2/insta32923,#throwbackthursday I did not have the time in this pic lol,instagram_data2
32924,img2/insta32924,My Thursday night,instagram_data2
32925,img2/insta32925,Happy Highladayz,instagram_data2
32926,img2/insta32926,"Either way, you're fuct!",instagram_data2
32927,img2/insta32927,My bed #takeoff,instagram_data2
32928,img2/insta32928,"All I see is signs, all I see is dolla $ign$",instagram_data2
32929,img2/insta32929,Turbo on dat a$$,instagram_data2
32930,img2/insta32930,Hype as shit,instagram_data2
32931,img2/insta32931,#DN don't get burned out,instagram_data2
32932,img2/insta32932,Worked with the very talented Jim Parsons today #animationLife,instagram_data2
32933,img2/insta32933,Watch me perform on #TheVOICE finale airing December 18th,instagram_data2
32934,img2/insta32934,Oh! But you....,instagram_data2
32935,img2/insta32935,Thank you @rnikita20,instagram_data2
32936,img2/insta32936,#UNAPOLOGETIC 12.12.12,instagram_data2
32937,img2/insta32937,Risky business #Paris,instagram_data2
32938,img2/insta32938,Damn....... I miss my nigga #thuglife #BFFlife,instagram_data2
32939,img2/insta32939,I dont wanna give you the wrong impression .......,instagram_data2
32940,img2/insta32940,The liquor kept us warm #BitchesOnIce #RIHpost,instagram_data2
32941,img2/insta32941,Had THE BEST time with these niggaz tonight!!!,instagram_data2
32942,img2/insta32942,Germany showed me love tonight! Thank you #wettendass,instagram_data2
32943,img2/insta32943,The OFFICIAL #DIAMONDSWORLDTOUR billboard image feat A$VP,instagram_data2
32944,img2/insta32944,This kinda night,instagram_data2
32945,img2/insta32945,How gorgeous is the upstairs in my room,instagram_data2
32946,img2/insta32946,Doper than dope! My fan @rihrobyn photoshopped my face onto Marylin's #trippy,instagram_data2
32947,img2/insta32947,"U give, then u get, then u give it the fuck back",instagram_data2
32948,img2/insta32948,Round of applause,instagram_data2
32949,img2/insta32949,Set it off,instagram_data2
32950,img2/insta32950,Goodbye muthafucker #takeoff,instagram_data2
32951,img2/insta32951,#throwbackRiRi where art thou?,instagram_data2
32952,img2/insta32952,#throwbackRiRi #art,instagram_data2
32953,img2/insta32953,#throwbackRiRi for H&M,instagram_data2
32954,img2/insta32954,#throwbackRiRi lol where have you been bawdy??,instagram_data2
32955,img2/insta32955,No words.......just Diamonds!! #MFphotography,instagram_data2
32956,img2/insta32956,They run shit!,instagram_data2
32957,img2/insta32957,oops... #pisceslife,instagram_data2
32958,img2/insta32958,Birthday Boy! #lafamilia #clique,instagram_data2
32959,img2/insta32959,Just do it!! Lol,instagram_data2
32960,img2/insta32960,Perfect Day for this!! This truly made me smile! Thank You #dn,instagram_data2
32961,img2/insta32961,Ya love it then come and get it #mfphotography,instagram_data2
32962,img2/insta32962,#SUPREMEBitch #mfphotography,instagram_data2
32963,img2/insta32963,#MFphotography #2012BOATSandHOESvacay #FACEBOOK,instagram_data2
32964,img2/insta32964,"He told me ""you better not give it away""",instagram_data2
32965,img2/insta32965,OOOONLY IF!!!,instagram_data2
32966,img2/insta32966,#frankfurt lookin like heauxm,instagram_data2
32967,img2/insta32967,#Tbt @mforde11 making sure she aint get bite first #sharklife,instagram_data2
32968,img2/insta32968,#thuglife #UNAPOLOGETIC,instagram_data2
32969,img2/insta32969,Gotta wear these naked! Thanks BFF,instagram_data2
32970,img2/insta32970,Don't believe me just watch #newtoy #justcusimnumber1 #roleylife #dopedealer,instagram_data2
32971,img2/insta32971,#GQ #BTS,instagram_data2
32972,img2/insta32972,This creep bitch....,instagram_data2
32973,img2/insta32973,From dusk til dusk.... Still can't get outta bed! Hating everything right now,instagram_data2
32974,img2/insta32974,You got #Nude,instagram_data2
32975,img2/insta32975,Dont stay angry #dn,instagram_data2
32976,img2/insta32976,Bitch don't kill my vibe,instagram_data2
32977,img2/insta32977,Sometimes ya gotta do whatcha gotta do to get it done,instagram_data2
32978,img2/insta32978,"Red Lipstick, Rose Petals....",instagram_data2
32979,img2/insta32979,All alone in my big ole jet!!! See u soon lover,instagram_data2
32980,img2/insta32980,Muggin w/ my bitch @jennnrosales #HTC #777Tour,instagram_data2
32981,img2/insta32981,"stage in 5,4,3... #Berlin #HTC #777tour",instagram_data2
32982,img2/insta32982,Jetlagged!! #777tour #unapologeticLifeMonday #htc,instagram_data2
32983,img2/insta32983,Rih has no idea I'm sneaking into her phone backstage #wardrobelife @ladypersephone,instagram_data2
32984,img2/insta32984,Thank you Bud!! #777tour #HTC,instagram_data2
32985,img2/insta32985,My 3rd fragrance Nude will be available in the US at Macy’s next FRIDAY!,instagram_data2
32986,img2/insta32986,Haters are LIARS!!! #UNAPOLOGETIC,instagram_data2
32987,img2/insta32987,Miss you!,instagram_data2
32988,img2/insta32988,Don't lose focus #dn,instagram_data2
32989,img2/insta32989,GQ's man of the year?! When will your fave? #histoRih #GQ,instagram_data2
32990,img2/insta32990,My 7th album hits stores in 7 days #R7 #UNAPOLOGETIC #NOV19,instagram_data2
32991,img2/insta32991,Oh yes!!! #777 pix on instagram,instagram_data2
32992,img2/insta32992,#DevoNavi Do what is right!!,instagram_data2
32993,img2/insta32993,Gone and never forgotten! The American Heroes,instagram_data2
32994,img2/insta32994,Hey heaux!,instagram_data2
32995,img2/insta32995,Heauxm sweet Heauxm,instagram_data2
32996,img2/insta32996,What is life???,instagram_data2
32997,img2/insta32997,My nigga,instagram_data2
32998,img2/insta32998,#DN Talk about Jah,instagram_data2
32999,img2/insta32999,She's a keeper,instagram_data2
33000,img2/insta33000,Internal Blessings Show Externally #DN,instagram_data2
33001,img2/insta33001,He want dat.... #unapologetic,instagram_data2
33002,img2/insta33002,Happy birthday Ursy @ursulastephen big up to Taraji,instagram_data2
33003,img2/insta33003,In stores November 19th,instagram_data2
33004,img2/insta33004,But u so phuckin Pop,instagram_data2
33005,img2/insta33005,"1 big room, full o bad bitches",instagram_data2
33006,img2/insta33006,#backstagelife #VS,instagram_data2
33007,img2/insta33007,My bitches pretty in pink,instagram_data2
33008,img2/insta33008,Us! #phuckyoamateurmodeling,instagram_data2
33009,img2/insta33009,#LEGITmodelShit I'm a #VS girl now lol,instagram_data2
33010,img2/insta33010,#VS #fashawn,instagram_data2
33011,img2/insta33011,#VS #fashawn,instagram_data2
33012,img2/insta33012,And that's a wrizzap,instagram_data2
33013,img2/insta33013,#UNAPOLOGETIC #PHRESH #NEW #EXCLUSIVE #PROMO #SHOT me and my faves in hand #Kate #Vogue,instagram_data2
33014,img2/insta33014,This is still cute!! #Shine #Bright #LikeA #Diamond,instagram_data2
33015,img2/insta33015,#UNAPOLOGETIC #OFFICIAL #TRACKLIST,instagram_data2
33016,img2/insta33016,We havin a celebration.... WE HAVE AN ALBUM!!! #UNAPOLOGETIC,instagram_data2
33017,img2/insta33017,Me! Spring/ summer collection with River Island is in the bag! #designerlife #RIHverIsland,instagram_data2
33018,img2/insta33018,The morning after! Hello November,instagram_data2
33019,img2/insta33019,#DN #EsteemOthers,instagram_data2
33020,img2/insta33020,#studiolife #unapologetic,instagram_data2
33021,img2/insta33021,My best friend got me this tee today! My new fave,instagram_data2
33022,img2/insta33022,Kitten heels for the #studiolife,instagram_data2
33023,img2/insta33023,Phan Love,instagram_data2
33024,img2/insta33024,My nigga tho,instagram_data2
33025,img2/insta33025,Good morning!!! #phuckyopointofview,instagram_data2
33026,img2/insta33026,Got a bad bitch in my bed #PhuckYoLiver,instagram_data2
33027,img2/insta33027,#diamonds behind the BTS,instagram_data2
33028,img2/insta33028,Breakfast in bed,instagram_data2
33029,img2/insta33029,Smokin Diamonds,instagram_data2
33030,img2/insta33030,#Diamonds video shoot part 1 #Mandler,instagram_data2
33031,img2/insta33031,Forgiveness wins,instagram_data2
33032,img2/insta33032,Heading to set #CCcertified,instagram_data2
33033,img2/insta33033,No thanks ho,instagram_data2
33034,img2/insta33034,Love this,instagram_data2
33035,img2/insta33035,Shit could always be worse (no pun intended),instagram_data2
33036,img2/insta33036,Mama I made it! Here's #2,instagram_data2
33037,img2/insta33037,Tattoo Art Illustration by @deecosey,instagram_data2
33038,img2/insta33038,Shit like this makes me feel right!!!,instagram_data2
33039,img2/insta33039,We got our guns in the muthaphuckin air!!! #phuckyoapologies #naviRdie,instagram_data2
33040,img2/insta33040,ALBUM TITLE #UNAPOLOGETIC,instagram_data2
33041,img2/insta33041,ALBUM COVER,instagram_data2
33042,img2/insta33042,Every time,instagram_data2
33043,img2/insta33043,Like diamonds in the sky,instagram_data2
33044,img2/insta33044,Enjoy the good life that God has prearranged for you,instagram_data2
33045,img2/insta33045,#YIKES my cousin @noella10 in bk the other day,instagram_data2
33046,img2/insta33046,"We go ""WE DAT"" #clique",instagram_data2
33047,img2/insta33047,Me and Bravo,instagram_data2
33048,img2/insta33048,Look what I found lol #brooklyn #dolly,instagram_data2
33049,img2/insta33049,Bravo and Dolly #Brooklyn,instagram_data2
33050,img2/insta33050,"Me and Gma, I was like 17",instagram_data2
33051,img2/insta33051,"We give her these, she still had them! Lol #grangrandolly",instagram_data2
33052,img2/insta33052,More newspaper clippings #grangrandolly she's the greatest,instagram_data2
33053,img2/insta33053,Newspaper clippings #grangrandolly,instagram_data2
33054,img2/insta33054,"Me, Dolly, and Brooklyn!!!!!!",instagram_data2
33055,img2/insta33055,Im back at #grangrandollys for the first time without her going through her stuff,instagram_data2
33056,img2/insta33056,Mine #diamondssideeffects,instagram_data2
33057,img2/insta33057,"You're a dreamer Annie, the streets are all I know... $TREET$ !!!",instagram_data2
33058,img2/insta33058,I claim that on Christ!!! #clique,instagram_data2
33059,img2/insta33059,Jehovah Ruleth,instagram_data2
33060,img2/insta33060,His way works!!!!,instagram_data2
33061,img2/insta33061,Had to do it,instagram_data2
33062,img2/insta33062,My 2nd most favorite place to be,instagram_data2
33063,img2/insta33063,It's that time!!,instagram_data2
33064,img2/insta33064,They heart me here!!! #Diamonds,instagram_data2
33065,img2/insta33065,It's too early!!!,instagram_data2
33066,img2/insta33066,We're beautiful like Diamonds in the sky,instagram_data2
33067,img2/insta33067,Navy bout dat life! #phuckyophanz,instagram_data2
33068,img2/insta33068,2 hours #Diamonds,instagram_data2
33069,img2/insta33069,#devotionnavy today,instagram_data2
33070,img2/insta33070,Can't believe it's our 7th one!!! Hail Jah,instagram_data2
33071,img2/insta33071,#phuckwhatchaheard @mforde11,instagram_data2
33072,img2/insta33072,Diamonds #whenwillyourfave,instagram_data2
33073,img2/insta33073,Working from bed! I love my job #hi,instagram_data2
33074,img2/insta33074,Me and my boo,instagram_data2
33075,img2/insta33075,#NaviLife #comingsoon  http://rihanna7.com/,instagram_data2
33076,img2/insta33076,#rubys in my damn gel polish!!! #phuckyodiamonds 4 caratz,instagram_data2
33077,img2/insta33077,#RIHpost in order @noella10 #cousinlife,instagram_data2
33078,img2/insta33078,Goodbye Vegas!!!,instagram_data2
33079,img2/insta33079,JEREMY SCOTT YOU ARE DAT NIGGA!!! #jersey #hat #trillshit #veryrare,instagram_data2
33080,img2/insta33080,Tonight wuz #majah thank you #iHEARTradio,instagram_data2
33081,img2/insta33081,Look out for #ElvisExclusiveWednesdays #Diamonds,instagram_data2
33082,img2/insta33082,#VegasLife #RIHpost @leleboo246 photography,instagram_data2
33083,img2/insta33083,#RIHpost @leleboo246 photography,instagram_data2
33084,img2/insta33084,I'm just sayin',instagram_data2
33085,img2/insta33085,Bad gals do it well! We got our guns in the muthafuckin air,instagram_data2
33086,img2/insta33086,#poolside #bfflife,instagram_data2
33087,img2/insta33087,#badgalsdoitwell my trusty sidekick/Spanish professor @jennnrosales,instagram_data2
33088,img2/insta33088,Bands ah make her dance,instagram_data2
33089,img2/insta33089,#socklife @mforde11 n the rear ground,instagram_data2
33090,img2/insta33090,Sneaking in my BFF M$$ room @mforde11,instagram_data2
33091,img2/insta33091,BREAK STRONGHOLDS: watch for repetitive situations that pull you down in spirit,instagram_data2
33092,img2/insta33092,Aquarius Potoscope,instagram_data2
33093,img2/insta33093,Sagittarius Potoscope,instagram_data2
33094,img2/insta33094,Capricorn Potoscope,instagram_data2
33095,img2/insta33095,Virgo Potoscope,instagram_data2
33096,img2/insta33096,Gemini Potoscope,instagram_data2
33097,img2/insta33097,Scorpio Potoscope @noella10,instagram_data2
33098,img2/insta33098,Cancer Potoscope @kiddcreole @lalasowhat,instagram_data2
33099,img2/insta33099,Libra Potoscope @dreamybohemi #navi,instagram_data2
33100,img2/insta33100,Leo Potoscope @jennnrosales,instagram_data2
33101,img2/insta33101,Taurus Potoscope @leleboo246 #bff,instagram_data2
33102,img2/insta33102,Aries Potoscope @mforde11 #bff,instagram_data2
33103,img2/insta33103,Pisces Potoscope,instagram_data2
33104,img2/insta33104,My new encyclopedia thanks @jennnrosales,instagram_data2
33105,img2/insta33105,DONT PROCRASTINATE,instagram_data2
33106,img2/insta33106,Ladies is pimps too,instagram_data2
33107,img2/insta33107,Phuck it!,instagram_data2
33108,img2/insta33108,Pisces life,instagram_data2
33109,img2/insta33109,"Be smart, be epic, be in control, be happy",instagram_data2
33110,img2/insta33110,Devotion Navy,instagram_data2
33111,img2/insta33111,Ya see me tho #blacksheeplife,instagram_data2
33112,img2/insta33112,#RIHflect 9/11,instagram_data2
33113,img2/insta33113,You and I were like diamonds in the sky,instagram_data2
33114,img2/insta33114,Be POSITIVE!! #devotionnavy,instagram_data2
33115,img2/insta33115,This is heartwarming,instagram_data2
33116,img2/insta33116,We'll never forget this day! 9/11,instagram_data2
33117,img2/insta33117,"It's a good day to shut the PH up, and reanalyze your SELF!!!",instagram_data2
33118,img2/insta33118,My boo A. Hepburn chillin wit Miss Jane,instagram_data2
33119,img2/insta33119,#RIHpost @i_aim_tyga,instagram_data2
33120,img2/insta33120,That's how real friends do!!!! Hoes4life #capturingmoments,instagram_data2
33121,img2/insta33121,KEEP YOUR PROMISES,instagram_data2
33122,img2/insta33122,Don't trip,instagram_data2
33123,img2/insta33123,STAY OUT OF STRIFE,instagram_data2
33124,img2/insta33124,"You have to, or you will never get SHIT accomplished!!!",instagram_data2
33125,img2/insta33125,2 dayz! #vmas #hideyogroupies,instagram_data2
33126,img2/insta33126,Word up!!,instagram_data2
33127,img2/insta33127,A NEW DIRECTION!!!,instagram_data2
33128,img2/insta33128,"Sweet life! Almost home, made a fuel stop!!! #phuckyogasprices",instagram_data2
33129,img2/insta33129,Sowing and Reaping,instagram_data2
33130,img2/insta33130,You're boring me,instagram_data2
33131,img2/insta33131,The phuck up!!!,instagram_data2
33132,img2/insta33132,Last train in dis muhphucka,instagram_data2
33133,img2/insta33133,In so famous my security needs securrty,instagram_data2
33134,img2/insta33134,Just once!!! For goodness sakes,instagram_data2
33135,img2/insta33135,Admirable Virtues,instagram_data2
33136,img2/insta33136,That day in September,instagram_data2
33137,img2/insta33137,I left all my bullshit in August 2012!!!! #nomorecunt,instagram_data2
33138,img2/insta33138,Trying!!! #insomniac,instagram_data2
33139,img2/insta33139,"You never know which minute is the last one, just 60 seconds!",instagram_data2
33140,img2/insta33140,Word up!,instagram_data2
